dates,area
2003-03-29,224.91638255523964
2003-03-31,222.13624331595216
2004-01-01,525.9529435966608
2004-02-12,372.24513302337675
2004-03-03,467.078044022867
2005-03-10,386.83024544555485
2005-03-16,632.6177151482619
2006-02-17,378.68941498817355
2006-03-14,329.8660851685138
2007-02-01,439.7109258525807
2007-02-07,587.7254422166282
2008-01-20,659.046322865106
2008-01-29,182.31656718888732
2010-01-23,230.81905950587065
2010-03-20,379.4688747983251
2011-01-29,322.407991398166
2011-02-18,750.8457111527179
2013-01-04,285.4933848693431
2013-01-12,356.3181484481758
2013-01-15,508.45097017364805
2013-02-26,238.51092889401374
2013-03-05,819.831918395773
2013-03-16,255.931420032463
2014-01-25,378.46517248628066
2014-01-27,232.48868320350064
2014-02-04,316.00997098393447
2014-02-27,290.83977486133455
2014-03-25,319.27797035608376
2015-01-01,186.5460394592817
2015-02-25,442.45007636675575
2015-03-02,164.39239825593287
2015-03-31,203.7239343470352
2016-01-07,722.5240079215438
2016-01-25,471.9368116021287
2016-02-03,459.7384478838457
2016-02-15,305.0058036721989
2016-02-26,392.5719880617422
2017-01-30,115.93803894753324
2018-01-09,523.3225559331926
2018-03-02,553.0950634653257
2018-03-05,160.85944599113327
2018-03-11,317.8984056192864
2018-03-23,602.339284709227
2019-01-28,405.32398685591033
2019-02-08,451.863094631311
2019-02-23,299.89952983861644
2019-02-26,185.74340715132732
2020-03-31,358.5634015769886
2021-01-12,484.87999031327126
2021-01-19,416.44821264496096
2021-01-22,638.1128756968558
2021-03-05,235.5589644151298
2021-03-08,1833.7643557750591
2021-03-13,692.2712919290211
2022-02-26,534.0219582956805
2022-03-24,270.21948063597347
2023-01-30,298.86046593939676
2023-02-22,568.3279919118002
2023-03-07,516.5667427627853
2023-03-21,462.0595302915297
2023-03-31,2084.915645049205
2024-01-05,228.0277290514898
2024-03-20,276.8040307794884
