date,inner,middle,outer,large
2002-12-01,459.1446432853216,0.0,0.0,2336.743093125914
2002-12-02,735.6969774166996,0.0,0.0,1887.8151949912142
2002-12-03,413.22939078230263,0.0,0.0,425.24907069028956
2002-12-04,48.41884817379097,0.0,0.0,823.6428750331005
2002-12-05,0.0,16.82094319852997,13.782063706813227,3198.6621805038267
2002-12-06,0.0,0.0,0.0,2100.668531856982
2002-12-07,0.0,0.0,0.0,550.0706262961794
2002-12-08,0.0,0.0,0.0,76.30738605405712
2002-12-09,0.0,0.0,0.0,0.0
2002-12-10,0.0,0.0,0.0,30.63031978185552
2002-12-11,0.0,0.0,0.0,0.0
2002-12-12,0.0,0.0,0.0,61.30284046174377
2002-12-13,0.0,0.0,0.0,388.5140660489703
2002-12-14,0.0,12.24001158922802,89.57185314550108,1446.545524826505
2002-12-15,0.0,0.0,106.44954031772265,1449.9521287111738
2002-12-16,0.0,0.0,0.0,1730.3074492601436
2002-12-17,0.0,15.625007772172449,0.0,1277.77918576751
2002-12-18,0.0,0.0,0.0,52.861458518970494
2002-12-19,0.0,16.26611389301604,13.856643270809013,630.1707803921375
2002-12-20,36.31147949026986,508.10242865636394,471.04716406258143,3875.6869509621843
2002-12-21,69.08126113959943,291.8158012774326,75.58230819109203,4079.468991508263
2002-12-22,87.955025380799,173.72863690308753,0.0,2973.618847320982
2002-12-23,80.89118069634847,182.3753237138414,88.48422653012736,3133.0904060498224
2002-12-24,13.084041617943218,16.347303787560467,78.89927344656277,637.3971123421596
2002-12-25,0.0,12.376490192261803,25.48325805319569,489.83201686232223
2002-12-26,0.0,0.0,0.0,0.0
2002-12-27,0.0,0.0,0.0,0.0
2002-12-28,0.0,0.0,0.0,0.0
2002-12-29,0.0,0.0,0.0,0.0
2002-12-30,0.0,0.0,0.0,0.0
2002-12-31,0.0,0.0,0.0,0.0
2003-01-01,0.0,0.0,0.0,0.0
2003-01-02,0.0,0.0,0.0,0.0
2003-01-03,0.0,0.0,0.0,0.0
2003-01-04,0.0,0.0,0.0,0.0
2003-01-05,0.0,0.0,0.0,0.0
2003-01-06,0.0,0.0,0.0,0.0
2003-01-07,0.0,0.0,0.0,0.0
2003-01-08,0.0,0.0,0.0,0.0
2003-01-09,68.27597839208511,41.855019787977646,27.948313428884514,838.821918832316
2003-01-10,48.36676231125159,104.06624176771936,83.90902002656628,2487.251376147977
2003-01-11,16.68369117663567,147.0017608236794,193.62591938155796,1485.9476288637447
2003-01-12,37.8613019267228,66.5527217140396,260.99357127049683,1473.6272272499878
2003-01-13,33.106586388429875,26.793185834271284,161.61468383672215,727.3190553469158
2003-01-14,0.0,0.0,0.0,146.45492997695777
2003-01-15,0.0,0.0,0.0,115.85629755781578
2003-01-16,0.0,0.0,0.0,0.0
2003-01-17,0.0,0.0,0.0,341.71160734809206
2003-01-18,0.0,42.29607241538895,14.088760409619676,1727.2693753278083
2003-01-19,0.0,68.54953441103098,12.878544354497759,4054.4227252995433
2003-01-20,0.0,155.68493661463418,0.0,4849.689680422445
2003-01-21,0.0,12.953938762000101,0.0,1856.133899812141
2003-01-22,43.17602593971801,0.0,0.0,89.65620351676567
2003-01-23,0.0,0.0,0.0,428.47790992504883
2003-01-24,0.0,0.0,0.0,1630.729897987263
2003-01-25,0.0,0.0,0.0,302.49635350255403
2003-01-26,0.0,0.0,0.0,1026.2000656159007
2003-01-27,0.0,0.0,0.0,1072.097666862686
2003-01-28,0.0,0.0,0.0,107.6165592713094
2003-01-29,0.0,0.0,0.0,291.51664495651227
2003-01-30,0.0,0.0,0.0,156.1234273966739
2003-01-31,0.0,0.0,0.0,0.0
2003-02-01,0.0,0.0,0.0,0.0
2003-02-02,0.0,0.0,0.0,0.0
2003-02-03,0.0,0.0,0.0,0.0
2003-02-04,0.0,0.0,0.0,0.0
2003-02-05,0.0,24.092906354068262,276.53858944387906,797.8539427066247
2003-02-06,0.0,14.290563554198675,185.05266418172835,2125.833685343664
2003-02-07,14.258757545289969,31.446153308724824,92.27159748958202,4562.592570642599
2003-02-08,0.0,23.582119467493747,18.12155797255391,1026.0972768968097
2003-02-09,0.0,13.446528115971066,0.0,1172.8055737916138
2003-02-10,0.0,16.68400920133815,0.0,3085.2485634588684
2003-02-11,0.0,0.0,0.0,2754.5683914723595
2003-02-12,0.0,0.0,0.0,1191.7242785437184
2003-02-13,0.0,0.0,0.0,894.4811736319756
2003-02-14,0.0,0.0,0.0,676.1643344789014
2003-02-15,0.0,19.0121136983835,17.617980095824226,433.0853710851756
2003-02-16,0.0,0.0,0.0,133.48703247510392
2003-02-17,0.0,0.0,0.0,12.29789188883611
2003-02-18,0.0,0.0,0.0,13.567008826945795
2003-02-19,0.0,0.0,0.0,321.7806011941742
2003-02-20,0.0,0.0,0.0,1085.0781423563524
2003-02-21,0.0,0.0,0.0,0.0
2003-02-22,0.0,0.0,0.0,0.0
2003-02-23,0.0,0.0,0.0,0.0
2003-02-24,0.0,0.0,0.0,0.0
2003-02-25,0.0,0.0,0.0,708.8839302636085
2003-02-26,0.0,0.0,0.0,1026.3131573734236
2003-02-27,0.0,0.0,0.0,812.9136714635594
2003-02-28,0.0,0.0,0.0,750.242412141931
2003-03-01,0.0,0.0,0.0,1200.5304058027216
2003-03-02,0.0,35.13328353405893,32.27695891646224,1904.754924531701
2003-03-03,0.0,0.0,0.0,1897.5724958066314
2003-03-04,0.0,0.0,0.0,738.2776268540724
2003-03-05,0.0,0.0,0.0,0.0
2003-03-06,0.0,0.0,0.0,0.0
2003-03-07,0.0,0.0,0.0,0.0
2003-03-08,0.0,0.0,0.0,0.0
2003-03-09,0.0,17.080527133424958,29.280603980297194,277.7729698923037
2003-03-10,0.0,0.0,0.0,11.84751776676644
2003-03-11,0.0,0.0,0.0,11.941167945186827
2003-03-12,0.0,0.0,0.0,0.0
2003-03-13,0.0,0.0,0.0,0.0
2003-03-14,0.0,0.0,0.0,0.0
2003-03-15,0.0,0.0,0.0,0.0
2003-03-16,0.0,0.0,0.0,0.0
2003-03-17,0.0,0.0,0.0,0.0
2003-03-18,0.0,0.0,0.0,0.0
2003-03-19,0.0,0.0,0.0,0.0
2003-03-20,0.0,0.0,0.0,0.0
2003-03-21,0.0,0.0,0.0,0.0
2003-03-22,0.0,0.0,0.0,0.0
2003-03-23,0.0,0.0,0.0,0.0
2003-03-24,0.0,0.0,0.0,0.0
2003-03-25,0.0,0.0,0.0,0.0
2003-03-26,0.0,0.0,0.0,0.0
2003-03-27,0.0,0.0,0.0,0.0
2003-03-28,0.0,0.0,0.0,0.0
2003-03-29,0.0,224.91638255523964,297.31039638217993,1215.2003500812461
2003-03-30,0.0,160.8133865812942,276.2823339646385,703.190518921735
2003-03-31,0.0,222.13624331595216,466.44925888867914,800.3346742398745
2003-04-01,0.0,214.3410346260622,220.00711938296638,468.6029934808555
2003-04-02,0.0,408.3449295488284,121.76248971939216,762.1996415315571
2003-04-03,0.0,12.068266482924896,42.37485669990758,54.443123182832466
2003-04-04,0.0,0.0,0.0,0.0
2003-04-05,0.0,0.0,0.0,0.0
2003-04-06,0.0,0.0,0.0,0.0
2003-04-07,0.0,0.0,0.0,132.04986043074408
2003-04-08,0.0,0.0,0.0,123.80741676742116
2003-04-09,0.0,0.0,0.0,0.0
2003-04-10,0.0,0.0,0.0,0.0
2003-04-11,0.0,0.0,0.0,130.45715978302928
2003-04-12,0.0,25.37279987178692,226.91215148056784,2136.201237759189
2003-04-13,0.0,447.769874298024,212.32772976374332,2344.631853054997
2003-04-14,0.0,422.64692302581915,316.3741809544526,3472.647404267954
2003-04-15,0.0,504.99398581789586,988.9540879826642,2502.2401513192085
2003-04-16,0.0,258.2735818312842,446.2235350790132,967.5739545097549
2003-04-17,0.0,15.772276542158933,83.28120487765754,879.561191798765
2003-04-18,0.0,21.913987839604076,61.16555672705155,1417.167411189655
2003-04-19,0.0,0.0,0.0,342.2368909437351
2003-04-20,0.0,0.0,0.0,0.0
2003-04-21,0.0,0.0,0.0,29.78548644053845
2003-04-22,0.0,0.0,0.0,46.23652612450282
2003-04-23,0.0,0.0,11.839606772010084,615.2988625178049
2003-04-24,0.0,70.72897459149249,228.55328570726914,2500.8859984698124
2003-04-25,0.0,277.22226151187635,484.503995290576,4623.792731299678
2003-04-26,591.4366477077735,1181.5573991684855,1628.7307765125995,8855.159624115278
2003-04-27,0.0,183.752688750125,585.8487516349161,1739.9109136380418
2003-04-28,0.0,120.50578748270894,555.2025638567239,1459.0256330595735
2003-04-29,0.0,95.70397160116902,195.42995161809836,789.8021089574593
2003-04-30,0.0,0.0,0.0,68.90705311530142
2003-12-01,46.922402780126966,0.0,0.0,46.922402780126966
2003-12-02,0.0,0.0,0.0,0.0
2003-12-03,0.0,0.0,0.0,0.0
2003-12-04,0.0,0.0,0.0,0.0
2003-12-05,0.0,0.0,0.0,120.67265036163454
2003-12-06,0.0,26.710402254759288,64.70907802066219,1874.0246597966484
2003-12-07,0.0,0.0,0.0,1775.7380905247855
2003-12-08,0.0,0.0,0.0,288.03437791050317
2003-12-09,0.0,0.0,0.0,277.18686089230994
2003-12-10,0.0,0.0,0.0,1570.1104243984694
2003-12-11,0.0,0.0,14.154998173134127,2317.0008801827157
2003-12-12,0.0,0.0,25.131714746598547,3207.0492235490365
2003-12-13,0.0,12.819398157634097,0.0,4817.714113271561
2003-12-14,0.0,0.0,0.0,4545.11112446607
2003-12-15,0.0,0.0,26.079564095523452,4171.507640660059
2003-12-16,0.0,13.864834256803737,42.36197740264187,3828.3193810013745
2003-12-17,0.0,26.25420933040394,13.159871419042991,3157.0776021869888
2003-12-18,0.0,18.222649729437425,0.0,3063.839166261827
2003-12-19,0.0,0.0,0.0,3581.3670350849197
2003-12-20,0.0,0.0,0.0,2794.5156356474445
2003-12-21,0.0,0.0,147.98748214215172,3912.0032245104912
2003-12-22,0.0,0.0,0.0,1527.9914275167255
2003-12-23,0.0,17.070923043135192,0.0,780.5829046647438
2003-12-24,0.0,0.0,0.0,53.345882282410976
2003-12-25,0.0,0.0,0.0,0.0
2003-12-26,0.0,0.0,0.0,0.0
2003-12-27,0.0,54.58884107484981,40.18690987855019,337.7341591286319
2003-12-28,17.53068657370707,358.41561538429875,88.27489188868122,3025.4612620155376
2003-12-29,0.0,474.01468917986847,632.5917668178154,5190.177030339651
2003-12-30,13.590569252136525,736.55102562667,97.24514547817958,8311.112782079254
2003-12-31,31.886174176077596,301.7923457257044,156.8370696266836,6743.354135994963
2004-01-01,28.96751045006682,525.9529435966608,842.8795338463198,6212.648300412936
2004-01-02,16.612564580351258,1175.1866553448892,1182.4372355283663,4995.598201536404
2004-01-03,76.87396610031213,286.4469560393892,25.842131541223203,476.663530412289
2004-01-04,240.15947312082255,693.0887233812961,175.20297095959708,2353.107223555413
2004-01-05,557.0150456254601,658.7152765025429,514.2094625402029,4214.234933016688
2004-01-06,156.34039062720402,0.0,33.38738498690481,581.8143468113552
2004-01-07,0.0,0.0,0.0,0.0
2004-01-08,0.0,0.0,0.0,25.0972686207837
2004-01-09,0.0,13.517059841384345,263.290934538574,2141.821893640119
2004-01-10,0.0,17.809608113775813,128.85910038021376,5130.819769297544
2004-01-11,12.45371766401368,18.894532260053495,11.98648368167942,4722.32066307167
2004-01-12,0.0,14.985935140154334,141.11301569531503,4282.062029893037
2004-01-13,12.384480354515384,30.193571936308324,36.02208411688662,2579.54833991782
2004-01-14,0.0,27.33538903179964,13.537811920309787,1579.5373986066397
2004-01-15,0.0,21.125758929686818,32.50237846917554,1169.81388730684
2004-01-16,0.0,20.50700291172227,103.79498383370853,994.1800020182638
2004-01-17,0.0,0.0,0.0,2036.4805800214738
2004-01-18,0.0,0.0,0.0,2026.1219864514953
2004-01-19,0.0,0.0,13.679481000991961,1469.332219653027
2004-01-20,0.0,0.0,12.154880114980424,1849.419362228068
2004-01-21,0.0,0.0,30.180908060614676,2201.1934194445107
2004-01-22,0.0,0.0,0.0,1573.102675057887
2004-01-23,0.0,0.0,0.0,813.6494505579961
2004-01-24,0.0,0.0,0.0,1920.69527260376
2004-01-25,11.90051739318894,64.05392992111861,508.6797160208012,5251.426147185766
2004-01-26,0.0,58.30176523695419,223.31060093822143,2494.0943594108858
2004-01-27,0.0,14.334223311999683,137.9599963282684,339.8486861833744
2004-01-28,0.0,0.0,68.40887179195302,169.60014728302735
2004-01-29,0.0,0.0,0.0,0.0
2004-01-30,0.0,0.0,0.0,0.0
2004-01-31,0.0,0.0,0.0,0.0
2004-02-01,0.0,0.0,0.0,0.0
2004-02-02,0.0,0.0,0.0,0.0
2004-02-03,0.0,0.0,0.0,0.0
2004-02-04,0.0,0.0,0.0,0.0
